BATHROOMS,NUM_UNITS,ROOMS,BEDROOMS,REMODEL_YEAR,STORIES,PRICE,BUILDING_AREA,CONDITION,KITCHENS,FIREPLACES,LAND_AREA
2,1,5,2,1992,3,99000,1040,Average,1,0,1176
3,1,5,3,2011,1.75,399999,984,Good,1,0,1946
3,2,8,5,2013,2,750000,2037,Average,2,2,3582
2,1,7,3,2012,2,855000,1464,Average,1,0,601
3,2,6,2,1999,2,118900,1238,Average,2,0,1467
2,2,6,3,2004,2,406000,1238,Average,2,0,1069
3,1,6,3,2006,2.25,590000,1238,Average,1,1,1499
3,2,9,3,2004,2,526900,1407,Average,2,0,2332
3,1,6,3,2017,2,1325000,1904,Very Good,1,3,6814
3,1,7,3,2009,2,565000,1791,Average,1,0,2400
3,1,5,4,2006,2,900000,2252,Good,1,1,6350
2,1,4,2,2004,2,825000,1458,Average,1,2,5900
2,1,6,3,2006,2,370000,888,Average,1,0,3711
2,1,5,3,2007,2,666000,888,Good,1,0,735
3,1,6,3,2014,2,475000,1458,Average,1,0,6227
3,1,7,3,1972,2,1230000,1704,Good,1,0,1697
2,1,8,4,2001,2,175000,2096,Average,1,0,1327
3,1,8,3,2016,2,1400000,2305,Good,1,2,2457
3,1,9,4,2007,2,1375000,3140,Very Good,1,1,1472
3,1,8,3,2009,2,563000,1244,Good,1,1,2048
3,1,8,3,2007,2,682150,1244,Good,1,1,3212
3,1,5,2,2007,2,705000,990,Good,1,1,1380
3,1,5,2,2011,1,712000,892,Very Good,1,0,4800
3,1,5,2,1995,2,350000,892,Average,1,0,1038
1,1,6,4,2010,2,385000,1854,Good,1,0,1637
3,1,6,2,2002,2,585000,1318,Average,1,1,1840
1,1,6,3,2006,2,50000,1590,Fair,1,0,1593
4,2,9,3,2003,1,368000,1648,Good,2,0,1152
3,2,8,3,2011,2,675000,1468,Good,2,2,3636
4,2,8,4,2008,2.5,1225000,1516,Good,2,0,3812
4,2,8,3,2006,2,899000,1552,Good,2,0,3753
3,1,6,3,2002,2,650000,1024,Average,1,0,1653
4,1,8,3,2008,2,690000,1110,Very Good,1,1,6660
3,1,8,5,2006,2,930000,3051,Good,1,1,1614
3,1,6,2,2004,2,630000,1546,Good,1,1,1700
2,2,6,3,1960,2,89500,1554,Average,2,0,3750
2,1,6,2,1960,2,325000,1440,Average,1,0,3500
2,2,8,4,1960,3,77000,1440,Average,1,0,2412
4,1,9,4,2006,2,1350000,3196,Very Good,1,2,3640
3,2,10,3,1991,2,715000,2103,Average,2,4,1812
4,2,12,5,2012,1,560000,1950,Good,2,0,3150
3,3,16,3,2007,3,1005000,2193,Average,3,0,2442
3,2,9,4,2012,2,1270000,1696,Good,2,2,1484
3,2,7,3,1977,2,330000,1050,Average,2,0,500
4,1,6,4,1998,2,305000,1114,Fair,1,0,12069
3,2,6,3,1996,2,249000,1050,Average,1,0,827
5,1,9,5,2006,2,1145000,3150,Good,1,1,5732
4,1,10,3,2010,2,1137500,2282,Average,1,4,2941
2,2,6,3,2010,2,30000,1052,Good,2,1,10016
1,1,4,2,2003,2,399900,696,Good,1,0,3383
1,1,5,3,1996,2,409000,696,Good,1,0,8638
1,1,4,2,1996,2,399000,696,Average,1,0,1367
1,1,4,2,2005,2,375900,696,Good,1,0,1818
1,1,4,1,1996,2,343000,696,Average,1,0,900
2,1,4,2,2010,2.5,379000,696,Average,1,0,1170
1,1,4,2,1996,3,450000,754,Average,1,0,1105
2,1,5,2,2001,2,299900,942,Average,1,1,1000
5,2,6,3,2013,2,569000,2196,Good,2,0,1100
3,1,6,3,1995,1,650000,1482,Good,1,0,3870
4,1,8,3,2008,2,750000,1244,Good,1,1,2850
3,1,8,3,2014,2,910000,1392,Very Good,1,1,1920
2,1,4,2,2014,2,632000,1260,Good,1,0,2140
2,1,6,3,2003,2,584900,1260,Good,1,0,1464
4,1,9,3,2006,2,250000,2030,Average,1,1,1122
4,2,9,4,2015,2,1025000,1540,Good,2,1,3375
4,2,8,5,2008,3,595000,2520,Good,2,2,1878
5,1,7,5,2005,2,1055000,2622,Good,2,3,4656
6,2,8,4,2005,2,1000000,2739,Good,2,0,1600
3,1,10,4,2011,2,909000,2600,Average,1,1,4403
4,1,9,5,2010,2,760000,2630,Average,1,0,1223
3,2,8,4,2003,2,285000,2630,Good,2,0,3130
3,1,9,4,2006,2,705000,2630,Good,1,0,1200
2,2,6,2,1979,2,75000,1440,Average,2,0,2100
2,2,6,2,1979,2,350000,1440,Average,2,0,3030
3,1,8,4,2016,2,760000,1780,Very Good,1,0,1728
3,1,5,3,2003,2,380000,1520,Average,1,0,1063
2,1,6,3,2014,2,528000,1600,Good,1,1,1800
2,1,6,3,2005,2,190000,1600,Average,1,1,2222
2,1,4,2,2013,2.25,520000,990,Good,1,0,3165
1,1,7,3,2008,2,265000,1092,Average,1,0,2598
3,1,6,2,2008,2,795000,1300,Good,1,0,2413
4,1,8,3,2008,2,875000,2898,Good,1,2,825
2,1,5,3,1986,2,345000,1445,Good,1,1,1970
3,1,8,3,1992,2,880000,1440,Good,1,0,1592
3,1,4,2,2013,2,625000,1100,Good,1,0,1530
4,2,8,4,2008,2,650000,1510,Average,2,0,1776
3,1,7,2,2011,2.5,480000,1212,Good,1,2,3780
1,1,4,2,2010,2,607000,728,Average,1,1,3750
3,1,7,3,2013,2,981000,1856,Good,1,1,1800
1,1,5,2,1980,2,269000,1072,Good,1,1,1375
5,2,9,4,2008,2,875000,2034,Good,2,1,2500
3,2,7,4,2003,1,393890,1270,Average,2,1,4858
3,2,9,4,1978,2,138000,1270,Average,2,0,5395
5,2,12,6,2006,3,1101200,3513,Average,2,0,5006
3,2,7,3,2010,2,675000,1088,Average,1,0,3257
6,4,12,5,2004,2.5,1575000,3900,Good,4,0,1127
6,3,14,4,2005,3,1312500,2417,Good,3,2,800
3,2,7,3,2006,2,753000,2318,Average,2,2,2412
3,1,9,3,2011,2,875000,1696,Very Good,1,2,8565
3,1,6,2,2014,2,1180000,1705,Very Good,1,0,6245
2,1,12,3,1991,3,115899,3879,Average,1,2,1399
4,2,10,4,2007,2,2000000,2372,Very Good,2,3,1439
4,2,10,5,1980,2,1060000,1908,Average,2,3,1330
4,2,9,4,2010,2,729000,1908,Good,2,1,5531
5,2,11,5,1989,2,421500,3280,Average,2,1,1476
3,1,11,4,2010,3,307000,2840,Average,1,5,1302
4,2,10,8,2012,2,670000,2630,Good,2,0,3040
3,1,7,3,2000,2,212900,2550,Average,1,0,946
6,2,9,6,2011,2,175000,2475,Good,2,0,2408
5,2,10,5,2013,2.5,2000000,2492,Very Good,2,2,1800
3,1,8,5,1972,2.75,159000,2520,Average,1,0,9437
4,1,9,4,2010,2,995000,2686,Good,1,1,12706
3,2,10,3,2013,2,399500,3398,Good,2,0,1500
5,1,11,5,2016,2,2325000,3041,Very Good,2,4,1095
3,1,8,4,2002,2,415000,2499,Average,1,0,5696
2,1,8,4,2008,2,849000,2495,Good,1,2,1350
4,2,8,4,2004,2.5,650000,1747,Good,2,3,2026
3,2,8,3,1991,2,270000,1462,Good,2,0,1912
5,2,7,4,2013,2,780000,3468,Good,2,1,1085
3,3,9,3,2016,2,650000,1336,Very Good,3,0,4214
3,1,6,3,2008,2,232000,1248,Average,2,0,2867
1,1,6,3,2013,2,415000,1248,Average,1,0,1452
3,2,8,3,2010,2,570000,2166,Good,1,1,4620
4,1,6,3,2002,2,425000,1372,Good,1,0,1145
4,2,8,3,2006,2,935000,1800,Good,2,0,3375
3,1,5,2,2014,2,1060000,1508,Good,1,1,2204
3,1,4,3,2006,2,776000,2232,Good,1,2,1760
3,2,4,2,2005,1.75,665000,1064,Good,2,0,1071
4,2,10,5,2004,3,520000,1376,Average,2,0,1504
4,1,8,4,2012,2,890000,2550,Good,1,2,2621
4,2,5,3,2010,2,1292500,2182,Good,2,1,1424
2,1,6,3,2006,2,314220,2016,Good,1,1,1038
4,2,6,4,2014,2,795000,1642,Good,2,0,5752
3,1,7,3,2009,2,818000,1191,Good,1,0,8074
4,1,7,3,2006,2,470000,1418,Average,1,0,1131
2,1,6,3,2012,2,330000,1634,Average,1,0,2152
2,1,6,3,2007,2,751400,1516,Average,1,1,1146
3,1,7,3,2015,2,1010000,1228,Very Good,1,1,9450
4,1,8,3,2014,1,1250000,1009,Very Good,1,1,1700
2,2,7,4,1988,2,211500,3000,Good,2,2,14239
3,1,8,2,2014,2,880000,1450,Good,1,0,5000
2,1,6,3,2011,2.5,825000,1226,Good,1,0,2122
2,2,6,3,2004,2,470000,1054,Average,2,0,2286
2,2,6,4,2011,2,125000,1234,Good,2,1,2500
4,1,5,4,2013,2,1174000,2158,Good,1,0,1600
2,1,5,3,2007,2,759000,1026,Very Good,1,0,2750
3,1,6,3,2002,2.5,700000,1728,Good,1,1,5913
3,1,4,2,2009,2,665000,1250,Good,1,0,2654
3,1,5,2,1992,2,787500,902,Average,1,0,6576
7,2,12,6,2012,2,1250000,2369,Very Good,2,0,1941
3,1,6,2,2012,2,699000,1080,Good,1,0,1945
4,2,9,5,2004,2,1300000,2473,Good,2,1,1375
4,2,9,5,2003,2,663000,2444,Average,2,0,4383
3,1,8,5,2006,2,325279,2774,Average,2,0,1080
5,3,16,5,2007,2,875000,3178,Average,3,0,1752
3,1,8,5,1978,2,325279,2553,Good,1,0,2398
2,1,4,4,2010,2.5,430000,2416,Average,1,0,4000
4,2,10,4,2013,2,1525000,2350,Very Good,2,1,5732
3,1,8,4,2014,2,1240000,2221,Very Good,1,1,2945
2,1,7,4,2014,2.5,1600000,2196,Good,1,0,4268
3,1,8,3,2004,2.5,1160000,1892,Good,1,0,2641
4,2,11,4,2005,2,849900,2803,Good,2,1,1349
4,2,7,3,2006,2,667000,1312,Good,2,1,4000
2,1,7,4,1978,2,126000,1770,Average,1,1,4742
3,1,6,3,2010,2,830258,832,Good,2,0,2704
3,3,10,3,2000,2,202300,1812,Good,1,1,1162
7,2,14,10,2012,2,840000,3238,Good,2,0,500
1,1,5,2,1977,2,440000,974,Average,1,1,4989
2,1,6,3,2002,2,543000,1094,Good,1,0,2486
3,2,6,3,2010,2,457500,1096,Good,2,0,1680
2,1,7,3,2009,2,655000,1284,Good,1,0,1703
2,1,6,2,2013,2,765000,1236,Good,1,1,1607
2,1,6,2,2007,2,515000,1326,Good,1,0,1580
3,2,10,3,2011,1.5,590000,1190,Average,2,0,8815
1,1,5,1,1981,2,499900,800,Average,1,2,3375
2,1,5,2,2008,2,494000,904,Good,1,0,719
1,1,4,1,1981,2,150000,884,Average,1,0,1425
2,1,5,2,1981,2.5,509000,840,Average,1,0,6931
3,1,5,2,2005,3,725000,1353,Good,1,0,7831
4,2,13,5,1988,2,525000,2338,Average,2,3,3625
4,1,11,5,2006,2,880000,2387,Good,2,3,1800
3,1,6,3,2014,4,752080,2160,Good,1,1,1553
2,1,6,3,1981,2,513000,1782,Good,1,1,3119
2,1,6,2,2002,2,594900,1228,Good,1,0,3000
2,1,8,3,2005,2,225000,1892,Good,1,0,1502
4,1,12,4,2010,2,500000,2498,Good,1,2,1696
4,2,10,5,2013,3,715000,2969,Average,3,2,2420
5,3,11,6,1981,2,900000,2967,Average,3,0,17600
4,1,8,3,2017,2,1800000,1606,Very Good,2,0,1407
4,2,7,4,2010,2,599500,2042,Average,2,0,1650
3,1,7,3,2006,1.75,829000,1906,Good,1,2,1369
3,1,8,3,2009,2,675790,2010,Good,1,0,24375
2,1,7,3,2011,1,896000,2150,Very Good,1,1,1000
3,1,7,3,2009,2.5,615000,2110,Good,1,0,823
2,2,8,4,2009,2,1205000,1980,Average,2,0,8000
3,2,9,4,1975,2.25,680000,1660,Average,2,1,5750
2,1,4,2,1988,3,525000,1134,Good,1,0,3436
2,1,4,2,2009,2,710000,1134,Very Good,1,0,2084
3,1,6,2,2009,2,695250,1536,Good,1,1,1916
4,1,10,4,2011,2,514000,1814,Average,1,2,6894
1,1,6,3,2000,2,365000,1200,Good,1,1,1266
1,1,6,3,2015,2,690000,1200,Very Good,1,0,2728
3,1,6,2,2013,3,715000,1168,Very Good,1,0,5000
2,1,6,2,2012,2,435500,1168,Very Good,1,1,1491
2,2,6,3,1982,2,133000,1600,Average,2,0,2787
3,1,6,3,2013,2,590000,1600,Good,1,1,2400
3,1,6,3,1959,2,865000,1880,Average,1,1,2850
3,2,6,3,2004,2.25,450000,1600,Average,1,0,1188
3,1,5,3,2015,2,612100,1600,Very Good,1,0,1449
3,2,6,3,2015,2,685000,1440,Very Good,2,0,5526
3,1,5,2,2016,1.5,758000,1440,Very Good,1,0,3529
2,1,5,3,2011,2,450000,1440,Good,1,0,1871
2,1,7,3,1959,2.25,199500,1440,Average,1,1,1396
2,1,5,3,2011,3,83000,1720,Good,1,0,1000
3,1,6,3,1988,2,365000,1720,Average,1,0,3654
2,1,6,2,1989,2,543400,1440,Average,1,1,2520
4,1,8,4,2015,2,976000,1640,Good,1,0,1187
4,1,9,4,2015,2,929000,1640,Very Good,2,0,1020
4,2,8,4,2015,3,965000,1640,Good,2,0,2320
4,2,7,3,2008,2,850000,1640,Average,2,0,2202
3,1,7,3,2008,2,722500,1640,Average,1,1,4185
4,1,8,3,2001,2,775000,1640,Good,1,0,1377
4,1,8,3,2002,2,855000,1640,Average,1,1,6248
4,1,8,4,2015,2.25,991000,1640,Very Good,1,0,6744
4,1,8,4,2016,2,925000,1640,Very Good,1,0,1511
2,1,5,2,2002,2.5,180000,1582,Good,1,1,3100
4,1,4,3,2010,2,1467500,2464,Very Good,1,0,2278
3,3,14,6,2007,2,125500,3150,Average,3,0,1188
3,1,8,4,1976,2,1320000,2318,Average,1,3,7502
2,2,6,3,2009,2,125000,2666,Fair,2,0,6267
2,2,6,3,1993,2,150000,960,Good,2,0,990
3,1,7,2,2013,3,1030000,1580,Good,1,1,1672
3,1,6,3,2006,2,229000,1444,Average,1,1,5208
3,1,6,3,2005,2,899000,1932,Very Good,1,0,3117
2,1,6,2,2009,2,925000,1120,Good,1,1,975
3,1,4,2,2004,2,550000,1344,Average,1,0,1700
2,2,8,3,2011,2.25,130000,1738,Good,2,0,2863
2,1,6,3,2008,2,800000,1362,Good,1,1,622
5,1,12,6,2015,2,681000,1697,Good,1,0,1398
2,1,6,3,2004,3,949000,1442,Good,1,1,4909
5,1,14,5,2005,2,1269000,2818,Good,1,2,2141
2,1,5,3,2005,2,665000,1256,Good,1,1,2000
3,1,6,3,1998,1.5,289000,1256,Good,1,1,3291
2,1,6,3,1982,2,235000,1256,Good,1,1,960
3,1,15,8,2010,2,399900,4621,Average,1,0,6875
5,4,12,7,2000,2,1318850,2400,Very Good,4,1,1600
2,1,6,3,1990,2.5,340000,1216,Average,1,0,2363
2,2,7,4,2011,2,215000,1872,Good,2,0,1135
3,1,5,3,2010,2,769000,1260,Good,1,0,1402
3,1,5,2,2006,2,449000,978,Good,1,1,1150
2,1,6,2,2006,2,705000,1056,Good,1,0,1535
2,1,5,2,2004,2,523000,954,Good,1,0,1400
2,1,5,2,2009,2,659000,1200,Good,1,0,4641
2,1,5,2,2016,2,680000,954,Very Good,1,0,6398
3,1,12,4,2010,2,330000,1512,Good,1,0,1165
1,1,4,2,2004,2.5,200000,728,Average,1,0,1998
1,1,4,2,2005,2,525000,672,Good,1,0,1965
1,1,4,2,2005,2,510000,650,Good,1,0,2398
3,1,6,2,2017,2,710000,1008,Good,1,0,1400
2,1,6,3,1998,2,780000,1768,Average,1,0,1758
3,1,6,3,2011,2,380000,1720,Good,1,1,7905
2,2,6,2,1991,2,130000,1720,Average,2,0,1658
2,1,6,4,1990,3,455000,1632,Average,1,0,1450
2,1,7,3,2002,2,549000,1504,Good,1,1,7314
3,2,9,5,2004,2,942000,2322,Good,2,1,1151
4,1,5,3,2000,2.5,2250000,2016,Good,1,0,4590
6,4,16,6,2005,2,80000,3344,Very Good,4,0,990
3,1,8,4,2005,2,289500,2222,Good,1,0,2670
2,2,10,4,2011,2,410000,2320,Average,2,2,12268
2,1,10,4,1990,2,125000,2164,Average,1,0,2563
2,2,10,4,2015,2,1150000,2182,Good,2,2,1700
2,2,10,4,2015,2,988000,2398,Very Good,2,0,1348
1,1,5,2,2011,2,640000,901,Good,1,1,1417
4,3,12,4,2003,2,763010,1956,Very Good,3,0,1500
3,1,8,3,2007,2,875000,1776,Good,1,0,990
3,1,5,3,2007,2,540000,1026,Good,1,0,6248
4,1,8,3,2015,2,1121000,1090,Very Good,1,0,7500
4,1,8,3,2015,2,946675,1090,Very Good,1,0,1681
3,1,8,4,1985,2,289900,1070,Average,1,0,4000
5,2,8,4,2009,1,862500,2178,Good,2,0,2534
2,1,6,3,2010,2.5,515000,1958,Average,1,1,5490
3,2,15,9,2000,1,625000,3153,Good,2,0,800
4,1,6,3,2009,2,600000,1468,Good,1,0,822
2,2,10,4,2005,2.5,850000,1424,Good,2,2,3100
2,1,7,3,2003,2,833500,1924,Good,1,1,1595
3,1,8,3,2009,1.75,1100000,1236,Average,1,2,2674
3,1,9,3,1998,3,225000,1232,Good,1,0,2975
3,1,8,3,2012,2,805000,1232,Good,2,0,2099
3,1,8,3,2011,2,1225000,1760,Average,1,1,1690
2,1,8,3,2006,2,1120000,1480,Good,1,1,1620
3,2,6,3,1992,2,325000,1580,Good,2,2,5100
3,1,7,2,2010,2,475000,1640,Average,1,1,1750
1,1,5,2,1983,2,129000,1575,Average,1,0,2306
2,1,7,2,2013,2,1200000,1575,Good,1,0,1254
2,1,7,2,2014,2,1760000,2517,Good,1,0,2122
3,1,6,3,2011,2,870000,1580,Good,1,2,3000
1,1,6,2,2008,2,249000,1418,Good,1,0,708
3,2,10,3,2004,2,699000,1158,Average,2,2,2578
3,2,7,3,2006,3,740740,1060,Good,2,1,2636
2,2,6,4,2003,2,530000,1280,Average,2,0,1333
4,2,10,6,2001,2,322000,1878,Average,2,2,1265
2,2,8,3,1992,2,272102,1838,Average,2,0,5888
4,2,11,4,1980,3,704000,1828,Good,2,2,8385
2,2,6,3,1987,2,218000,1838,Average,2,0,2310
2,2,7,3,1989,2,185500,1004,Average,2,1,1344
2,1,4,2,2013,2,485000,832,Good,1,0,6150
1,1,4,2,1991,2,416000,896,Average,1,0,1109
2,1,6,3,2007,2,725000,1116,Good,1,0,1834
1,1,4,2,2006,2,569000,720,Very Good,1,0,2000
2,1,4,2,2012,2.5,465000,728,Good,1,0,1758
2,1,4,2,2012,2,505100,1040,Good,1,0,1058
1,1,4,2,2004,2,505000,816,Good,1,0,1520
2,1,4,2,2007,2,700000,952,Good,1,0,9775
1,1,5,2,2013,2,439900,672,Good,1,0,2345
1,1,4,2,2005,2.5,474900,728,Good,1,0,5488
2,1,10,2,2001,2,475000,802,Good,1,0,1881
2,1,5,2,2013,2,695000,832,Good,2,0,12877
2,1,6,3,2004,1,745000,1446,Good,1,0,3125
2,1,6,3,1976,2,375000,1382,Average,1,0,3535
2,1,6,3,2001,2,625000,1414,Good,1,0,1710
2,1,6,3,1976,2,655000,1382,Average,1,0,3400
4,4,10,6,1980,2.5,1170000,2206,Average,4,0,1357
4,2,7,4,2006,2,1350000,2242,Good,2,3,825
2,1,8,4,1999,2,584000,2106,Good,1,1,2900
4,2,9,6,2002,3,569000,2455,Good,2,3,1713
3,3,10,4,2000,2,487000,2502,Good,3,2,812
5,2,10,4,2011,2,1260000,2789,Good,2,2,2240
4,1,7,3,2011,2,1800000,1628,Very Good,1,1,1674
4,2,7,4,2009,1.5,1520000,2048,Good,2,0,1947
3,2,9,4,2006,2,845000,1566,Average,2,0,1443
3,2,6,3,1971,2,313750,1602,Good,2,0,2875
3,2,9,5,2002,2,1150000,1602,Good,2,1,3845
2,1,8,3,2008,2,1500000,1602,Good,1,2,1638
3,2,7,5,2001,2,1195000,1632,Good,2,0,1099
6,4,16,8,2000,2,1775000,3140,Good,4,2,4688
4,4,12,5,2001,2.5,800000,3324,Average,4,2,1547
3,2,8,3,2013,3,1099000,1472,Good,2,1,1850
4,2,8,3,2004,2,1300000,1472,Very Good,2,1,1584
3,2,8,4,2006,2,1150000,1472,Average,2,0,2210
3,1,6,3,2000,2,246000,1920,Good,1,2,2150
3,1,10,3,2014,3,1700000,1898,Very Good,1,1,1539
6,2,11,5,2007,2,2213000,2301,Very Good,2,1,2171
6,2,12,5,2004,2,1465000,2311,Good,2,2,1272
4,2,9,5,2006,2,1395000,3400,Good,2,2,2576
4,2,9,3,1990,2.25,240000,1522,Average,2,2,2898
4,1,8,4,2002,2,1275411,3879,Good,1,5,1853
2,1,5,2,1981,2,190000,2077,Average,1,4,2706
3,2,9,4,2005,2,938000,1522,Good,2,1,1136
4,2,8,4,2009,2,1210000,2274,Good,2,1,5100
2,2,9,4,1996,3,320000,2084,Good,2,0,2400
3,1,7,2,2009,2,270400,1656,Good,1,0,4346
3,1,6,3,2012,1.75,1354500,1194,Very Good,1,2,1631
3,1,4,2,2008,3,1363000,1872,Good,1,1,7279
3,1,7,2,2008,4,500000,1190,Good,1,0,6801
1,1,6,2,2010,2,769500,1254,Good,1,0,7505
1,1,6,3,2007,2,565000,1194,Good,1,0,2000
2,1,7,2,2006,2,1030000,1194,Very Good,1,1,5445
2,1,6,2,2012,2,738000,1310,Good,1,1,1947
4,1,6,3,2011,2,901000,1301,Good,1,1,3960
2,2,6,2,2003,3,375800,1194,Good,2,1,1666
3,1,6,2,2003,2,1100000,1254,Good,1,1,6853
1,1,6,3,2008,2,495000,1838,Good,1,0,2641
4,1,5,3,2011,2,300000,1694,Good,1,2,1106
3,1,6,2,2013,2.5,900000,1190,Good,1,1,1656
2,1,5,2,2003,2,890000,1346,Good,1,1,1741
2,1,5,2,2012,2,697500,1194,Good,1,1,1579
2,1,5,2,2010,2,760000,1194,Good,1,2,1511
2,2,8,2,2008,2,295000,1170,Good,2,0,1514
3,2,9,3,1980,2,1375000,1324,Good,2,0,14078
2,2,7,2,2007,2,1175000,1313,Good,2,2,2281
6,3,14,7,1991,3,2125000,3591,Good,3,2,1641
5,2,10,3,2013,2,1350000,3240,Good,2,6,5625
5,3,11,5,2010,3,1925000,3132,Very Good,3,2,1530
6,2,10,5,2011,3,366000,3120,Average,2,2,1847
3,1,8,6,2005,2,1600000,2385,Good,1,3,1588
4,2,11,5,2007,2,1625000,2628,Good,2,0,1706
5,2,10,6,2006,2.5,1230000,2580,Average,2,0,2921
5,2,13,6,2006,2.25,1050000,2640,Good,2,2,2850
3,2,9,6,1955,2,1750000,2464,Good,2,0,3693
4,2,8,4,2004,2,675000,3208,Good,2,4,2239
3,2,6,4,2007,1.5,1295000,1994,Good,2,2,7378
3,1,5,2,1987,2.5,845000,1440,Very Good,1,0,6602
2,1,8,3,2005,2,660000,1328,Good,2,1,7500
3,2,9,3,2007,2,1125000,1600,Very Good,2,2,2179
3,3,12,3,2011,2,1203000,2304,Average,3,0,1600
3,2,6,3,1999,2.5,795000,1600,Good,2,0,1378
3,1,9,3,2001,2,230000,1638,Average,1,1,850
6,2,11,5,2004,2,2800000,4484,Very Good,2,3,1500
5,1,10,5,2009,2,2400000,5152,Good,2,5,1224
5,1,9,4,2010,2,2100000,4672,Good,1,5,1667
4,4,12,4,2000,2,615000,2718,Good,4,0,5769
3,1,9,4,1985,2,400000,2714,Average,1,2,1760
5,2,11,5,2007,2,1420000,2796,Good,2,2,3328
2,2,7,3,2008,2,710000,2736,Average,2,0,667
4,2,11,6,2014,1,1775000,2760,Good,2,3,7450
4,2,10,5,2000,2,1405500,2786,Good,2,6,3216
4,1,9,5,2000,2.5,1776500,2736,Good,2,5,1190
8,1,18,6,2005,2,11984000,10760,Excellent,2,10,1393
2,1,8,4,2004,2.5,890000,1480,Good,1,1,2475
4,3,6,4,1980,2,375000,1668,Average,2,2,2501
2,1,6,3,2013,2,727500,1226,Average,1,0,6258
3,1,5,3,2010,2,975000,1376,Good,1,0,1463
1,1,6,3,2010,1,565000,1280,Good,1,0,16618
2,1,6,3,2008,2,581550,1668,Average,1,0,1226
4,2,9,4,2001,2,1460000,2137,Good,2,2,704
5,1,10,4,2017,2.5,2180000,2288,Very Good,1,1,2147
2,2,7,3,1989,2,1200000,1402,Average,2,0,2000
4,3,15,7,2011,2.5,1250000,3705,Good,3,0,1600
4,2,11,6,1997,1.75,1455000,2896,Good,2,3,6972
2,1,8,5,1989,2,1225000,2155,Good,1,1,2067
2,1,7,3,1989,2,504700,2080,Average,1,0,5000
3,1,8,4,2009,2,232500,1974,Good,1,0,1539
4,2,8,5,2007,2,890000,2110,Average,2,1,3900
4,2,6,3,2010,2,1295000,1245,Very Good,2,3,2469
5,2,9,4,2008,2,1750000,1772,Very Good,2,2,2500
5,2,9,4,1979,2,525000,2069,Good,2,2,1497
3,2,8,2,1979,1.75,347000,2069,Good,2,3,2250
3,2,10,4,1979,2,627500,2263,Good,2,3,660
2,2,7,4,2008,2,575000,1520,Good,2,0,1200
3,2,7,3,2006,2,449900,1298,Average,2,0,3375
3,2,9,3,2008,3,891000,1604,Good,2,1,5290
4,1,7,3,2009,2,795000,1730,Good,1,1,1633
4,2,6,4,2010,2,700000,1290,Good,2,0,1278
3,2,7,3,2004,2,1422000,1290,Very Good,2,2,1746
4,3,12,4,1996,2.5,1120000,2223,Very Good,3,3,1285
5,2,9,7,2008,2,715000,2682,Good,2,3,1278
3,2,9,7,1992,3,1100000,2688,Average,2,0,2145
3,2,10,4,2017,2,1700000,2214,Good,2,3,1425
4,3,11,4,2000,2,1245000,2586,Good,3,2,1427
2,2,6,3,2004,2,715000,2232,Good,2,1,1408
3,2,8,3,1990,3,355000,3486,Average,2,3,2546
2,1,8,5,2009,1,812000,2784,Average,1,0,1298
4,2,13,7,2007,2,1750000,3396,Good,2,2,1283
4,2,14,6,1986,2,963100,3284,Average,2,0,7475
5,2,11,5,2015,2,1749500,2526,Very Good,2,0,1655
6,3,10,6,2009,2.25,2107000,3522,Very Good,3,6,5000
4,2,7,3,2015,2,1056701,1280,Good,2,1,2543
3,2,11,1,2017,2.5,1050000,2016,Good,2,0,2115
4,2,8,5,1988,2,1800000,2920,Average,2,2,1417
4,2,12,6,1968,2.5,395000,2368,Very Good,2,0,3327
6,3,14,6,1988,2,2049000,3663,Good,3,4,1860
4,1,8,4,2011,2,1499000,2150,Good,1,1,1750
3,1,6,3,1978,2.5,575000,2010,Average,1,1,1823
4,3,9,5,2000,2,1294000,1932,Good,2,3,3069
4,4,16,4,2005,2,1525000,2784,Good,4,0,3816
5,2,6,4,2014,3,1515000,1610,Good,2,2,1790
5,2,10,4,1963,2,936500,1978,Very Good,2,0,5625
6,3,12,6,2015,2,1800000,1826,Very Good,3,0,2550
2,1,6,3,2009,2.5,665000,1706,Good,1,1,1527
4,2,9,4,2004,3,1109000,1706,Very Good,2,2,1620
3,2,8,3,2003,4,1019000,1826,Good,2,1,5176
5,2,9,3,2008,3,975000,2408,Good,2,1,10020
5,2,8,5,2008,2,1075000,2622,Good,2,0,2519
4,2,9,5,2008,1.5,1540000,2354,Good,2,3,2471
4,3,21,4,1995,2,205000,3224,Average,3,0,1530
5,2,13,4,2009,2,1085000,2458,Good,2,0,5000
4,1,8,4,2010,2,1400000,2460,Good,1,0,7053
3,1,6,3,2011,2,1125000,2717,Good,1,2,1611
2,1,6,2,2014,2,662000,648,Average,1,1,3596
2,1,5,2,2007,2,710000,1280,Good,1,1,6465
4,1,10,3,2005,2,932000,1376,Good,1,2,2500
4,1,4,2,2004,2,785000,1536,Average,1,2,2096
2,1,5,3,1995,2,800000,1286,Good,1,2,5063
1,1,4,2,2000,2,769000,1252,Good,1,1,2996
2,1,4,2,2001,1,420000,888,Average,1,1,1175
2,1,5,2,2005,2,830000,1110,Good,1,0,2248
2,1,4,2,2000,2.5,599000,1100,Good,1,1,1340
2,1,4,2,2000,2,735000,1128,Good,1,1,20049
2,1,4,2,2014,2.5,670000,896,Good,1,1,9063
